-419.5020,-27.9973,132.1239
-397.4251,0.0996,107.9290
-392.9985,-50.8360,106.9151
-408.8196,-18.3504,125.0121
-407.5549,-33.6775,127.4934
-290.4450,-16.9446,118.1621
-293.8064,-34.5819,110.3914
-297.9990,4.6573,106.2452
-348.2762,-3.6976,120.5060
-346.3180,-38.7549,120.3444
-349.9203,-21.2817,128.2890
-336.0227,-20.6838,126.4957
999
-419.1151,-28.2018,131.5437
-409.5428,-20.4273,125.7010
-409.4821,-32.5010,126.0825
-392.3592,-50.8175,105.3981
-396.0461,0.9221,106.3108
-348.9584,-22.1486,127.6908
-335.7796,-21.0205,126.5911
-349.3252,-4.5338,121.1758
-346.7971,-39.6873,119.9510
-292.4623,-33.6086,111.8259
-294.1675,3.5057,106.4839
999
-418.4420,-27.7533,131.4471
-417.7163,-27.9104,130.7640
-416.9922,-27.8801,130.2723
-402.8082,-26.9695,131.0394
-397.6883,-26.7608,130.9265
-394.0781,-26.5363,131.0021
-390.4312,-26.3094,131.0193
-382.9794,-26.8753,130.8280
-376.5836,-27.4929,130.5279
-372.9507,-27.8980,131.0631
-366.6190,-27.1012,129.7886
-356.9928,-25.4549,128.8304
-350.9092,-23.9609,128.1689
-342.3149,-22.5084,127.6119
-336.4174,-22.4252,126.5371
-331.6602,-21.1455,126.0276
-326.5811,-20.4759,125.3035
-322.1520,-20.6998,125.0240
-316.8870,-20.3958,124.4110
-311.4427,-19.5983,123.8115
-307.0072,-19.4611,123.1920
-303.7435,-19.1896,122.6573
-300.1265,-18.5711,122.0364
-296.1581,-18.3262,121.1749
-293.2879,-18.0334,120.4700
-290.7480,-17.1109,119.6555
-298.4333,10.7941,76.1102
-298.0540,11.1622,80.5117
-297.5911,11.4413,84.8428
-297.9708,11.5083,89.4549
-298.4464,11.1263,93.1063
-298.3954,10.4862,96.1933
-299.1366,9.5518,99.2230
-299.2045,8.4503,101.7584
-299.0449,7.3284,104.0864
-298.6128,5.4667,106.9512
-297.4998,3.2418,110.1287
-296.5726,0.8351,112.9075
-295.5937,-1.3441,114.9167
-295.3649,-3.4377,116.3025
-293.8207,-7.0863,118.2816
-292.5802,-10.6748,119.4509
-290.8034,-15.6807,119.6303
-290.2590,-17.9676,119.5530
-291.1824,-22.5084,119.3162
-291.8619,-25.7884,118.5723
-292.1003,-27.7823,117.6124
-292.1003,-27.7823,117.6124
-291.7149,-32.8694,113.2148
-294.3986,-38.2172,108.3206
-294.3995,-41.4114,103.5442
-293.0739,-42.8933,99.9066
-292.2275,-44.4187,94.7455
-291.5132,-45.1517,87.3752
-291.3714,-44.2021,76.8266
-292.2779,-43.6429,72.8476
-294.1147,-43.3736,71.6687
999
-278.2101,7.5849,95.8705
-275.7378,5.5817,98.4482
-276.0378,2.3743,103.1560
-273.4676,-1.6162,106.5225
-269.8937,-4.7244,107.2612
-269.1658,-7.0723,108.3184
-268.4155,-10.3850,109.2897
-267.4541,-13.9665,109.6095
-266.7319,-16.7814,113.8576
-267.1063,-18.8164,109.4100
-267.7902,-20.7489,109.3476
-268.7349,-24.6109,108.5526
-269.8969,-28.6758,106.0497
-270.8180,-31.1326,104.8990
-272.1448,-33.4608,102.8682
-272.8182,-35.7809,100.0428
-273.4481,-37.9307,97.3520
-274.2377,-39.0914,95.9524
-275.7453,-40.5365,94.5972
-256.7037,5.6343,86.5690
-254.8529,3.2510,90.1439
-253.8697,1.6955,91.4326
-252.7563,-2.5415,95.6730
-251.9760,-5.5150,97.0449
-251.4794,-7.8519,98.4757
-249.8636,-17.1449,99.1308
-249.6497,-16.0341,98.8848
-249.4012,-21.5268,97.5560
-250.0894,-23.6583,96.8959
-250.4811,-26.5220,95.1747
-252.3334,-29.7973,92.8378
-253.4862,-32.1312,90.4227
-254.4180,-34.3825,87.3957
-254.8314,-35.3865,86.1228
-255.0267,-36.5530,83.7508
-255.3355,-37.9369,81.8453
-239.3634,6.5141,75.3826
-237.4544,4.8491,78.3493
-236.0157,2.8300,80.4778
-235.8174,1.6317,82.9886
-235.7887,0.8732,84.1705
-233.9539,-3.2942,86.9658
-232.8338,-7.6682,88.8811
-232.1827,-10.4259,89.2241
-232.3645,-16.1253,89.4026
-231.8369,-18.6566,88.0140
-232.5417,-22.8713,86.2636
-233.5119,-27.3177,82.3692
-234.1229,-28.8491,80.8539
-234.9432,-30.5278,79.4408
-235.8028,-32.2039,77.9967
-236.7676,-35.1361,72.9235
-219.5970,5.7712,69.1353
-217.4638,0.8164,73.7505
-216.7762,-1.0616,75.3311
-215.5339,-3.9402,76.9642
-214.6631,-7.1720,79.0941
-214.0650,-11.4423,79.4504
-214.6001,-15.6560,79.4947
-215.1164,-19.6004,78.4977
-215.4572,-23.6008,76.2204
-216.8353,-26.6661,74.1797
-218.2463,-28.7866,72.7334
-218.5990,-30.8394,70.4404
