-155.5283,121.8515,44.2345
-172.2893,120.2675,45.7352
-169.7886,112.9857,47.0298
-173.2562,103.5885,41.0644
-181.8142,123.2007,37.4631
-195.1478,116.4749,45.9915
-190.4594,101.9872,48.2742
-192.8906,109.4551,50.5072
-213.3153,103.6449,52.5912
-209.9675,91.0136,32.8477
-219.1402,109.6796,32.6095
-217.2663,89.1884,45.1052
-223.9546,111.3081,41.4992
-226.9133,86.6283,43.6175
-234.1336,106.0963,40.2112
-235.9245,83.4163,40.5460
-242.3846,102.5087,38.1780
-244.7308,81.9277,39.4411
-249.2608,98.9664,37.5545
-251.8182,79.3539,36.3867
-256.6082,95.1939,35.5665
NA,NA,NA
-156.6648,121.0922,44.4380
-169.7435,113.5079,46.8709
-172.1321,119.9058,45.3362
-173.6357,102.5829,41.2164
-179.9512,121.9069,36.0621
-190.9503,100.7469,47.8193
-195.2998,115.2223,46.0758
-193.2626,108.5120,50.5896
-212.4986,103.0252,52.7783
-217.4806,109.1066,30.3991
-210.9309,90.7826,31.6039
-218.3197,89.2802,45.4327
-225.3381,109.4230,42.0822
-227.5532,86.1069,42.9315
-234.8604,105.2603,39.3736
-236.1196,83.1213,39.4295
-242.3419,100.8840,37.8493
-244.0982,81.3977,37.2598
-249.8726,97.9730,34.7997
-251.3776,79.0288,34.2472
-256.7075,92.9868,32.8395
NA,NA,NA
-156.1760,120.2308,43.4581
-173.0247,119.8253,44.1482
-169.9666,111.5985,46.8596
-191.3960,101.0806,47.6624
-195.6779,116.2175,45.8842
-180.5560,122.9394,37.1302
-173.6419,102.7658,40.1442
-193.2414,109.1311,50.5001
-214.0756,102.6194,52.2494
-209.7325,90.8903,32.0460
-217.5835,109.4616,30.8642
-217.7342,88.8511,45.1018
-224.9096,109.3317,42.1567
-234.1290,104.3815,39.4481
-227.2916,85.8633,41.0831
-235.5909,84.4468,36.9085
-241.2358,101.7748,35.7494
-247.9598,97.4955,31.4871
-242.0067,81.2652,33.0872
-250.0868,80.0578,29.8027
-254.6589,93.0956,28.3329
