-404.3229,53.5501,93.2284
-378.1043,67.2374,89.0701
-375.6683,52.6421,90.1589
-372.5134,85.9421,70.6639
-362.9109,38.9405,70.4952
-323.4216,72.2749,83.3844
-328.9600,88.5919,76.6872
-321.0468,54.6171,75.8922
-273.2138,82.0147,70.7957
-291.8047,104.8473,23.9496
-287.4328,55.8005,22.1366
-267.9861,108.2464,49.1294
-258.3414,61.4864,48.8015
-239.1772,67.5356,41.0464
-248.5970,110.1629,41.4451
-229.9269,113.3754,33.7856
-220.7738,72.5175,34.0379
-203.4812,77.2985,30.1871
-211.7820,115.8163,30.5363
-194.8458,117.4228,27.2298
-186.7157,81.2388,26.4202
NA,NA,NA
-405.7438,53.7391,91.2973
-378.4257,66.4785,88.6821
-375.8363,52.4553,88.0295
-363.0134,38.7436,68.8046
-372.7257,85.9581,68.7720
-324.3777,72.4748,83.3540
-273.8532,82.0715,70.9178
-294.1165,103.8892,22.9367
-283.1857,56.4463,23.0325
-279.2012,106.5065,51.6820
-269.8775,61.6227,54.5496
-258.4381,60.9736,48.1078
-268.2075,108.8261,48.5097
-248.5838,110.6163,40.6309
-238.3454,66.4261,38.0385
-229.9476,113.3604,33.9861
-221.2118,72.9753,35.3467
-203.7718,77.6368,30.6848
-211.8579,115.4358,30.2729
-194.9062,117.4685,26.6056
-186.4608,81.5252,26.2890
NA,NA,NA
-405.5460,54.0601,90.0393
-378.8339,65.7394,88.6397
-376.4036,53.0252,87.9204
-373.3094,85.2393,69.0430
-363.0562,38.5402,68.1262
-324.5108,72.4923,83.1408
-274.2949,82.4105,71.2894
-291.8976,105.5938,25.9505
-286.6752,56.9122,21.1825
-269.1998,61.5690,54.2984
-278.3509,105.0805,51.5803
-268.0760,109.0699,47.6363
-258.0374,61.0621,47.7785
-238.8212,67.5110,41.2573
-248.4240,110.9436,40.6767
-220.8116,72.6999,35.2691
-229.8243,113.3695,34.0022
-203.3436,76.7886,28.4084
-211.8954,115.9076,29.4772
-187.5885,82.1584,28.1793
-194.0978,117.8001,25.6931

